Date,Close
12/7/2018 16:00:00,106.68
12/10/2018 16:00:00,105.79
12/11/2018 16:00:00,105.4
12/12/2018 16:00:00,107.48
12/13/2018 16:00:00,106.7
12/14/2018 16:00:00,105.7
12/17/2018 16:00:00,101.18
12/18/2018 16:00:00,101.02
12/19/2018 16:00:00,98.77
12/20/2018 16:00:00,95.77
12/21/2018 16:00:00,91.33
12/24/2018 13:00:00,89.5
12/26/2018 16:00:00,93.84
12/27/2018 16:00:00,94.68
12/28/2018 16:00:00,94.42
12/31/2018 16:00:00,95.32
1/2/2019 16:00:00,95.68
1/3/2019 16:00:00,93.43
1/4/2019 16:00:00,97.64
1/7/2019 16:00:00,98.17
1/8/2019 16:00:00,98.65
1/9/2019 16:00:00,98.83
1/10/2019 16:00:00,98.26
1/11/2019 16:00:00,98.55
1/14/2019 16:00:00,98.44
1/15/2019 16:00:00,97.99
1/16/2019 16:00:00,99.41
1/17/2019 16:00:00,99.49
1/18/2019 16:00:00,100.48
1/22/2019 16:00:00,99.83
1/23/2019 16:00:00,99.71
1/24/2019 16:00:00,99.72
1/25/2019 16:00:00,100.77
1/28/2019 16:00:00,100.38
1/29/2019 16:00:00,100.96
1/30/2019 16:00:00,102.67
1/31/2019 16:00:00,102.7
2/1/2019 16:00:00,103.06
2/4/2019 16:00:00,103.42
2/5/2019 16:00:00,103.9
2/6/2019 16:00:00,104.96
2/7/2019 16:00:00,104.39
2/8/2019 16:00:00,104.52
2/11/2019 16:00:00,105.41
2/12/2019 16:00:00,107
2/13/2019 16:00:00,107.56
2/14/2019 16:00:00,106.62
2/15/2019 16:00:00,107.38
2/19/2019 16:00:00,106.5
2/20/2019 16:00:00,106.78
2/21/2019 16:00:00,106.61
2/22/2019 16:00:00,107.44
2/25/2019 16:00:00,106.93
2/26/2019 16:00:00,106.94
2/27/2019 16:00:00,107.42
2/28/2019 16:00:00,107.74
3/1/2019 16:00:00,108.9
3/4/2019 16:00:00,109
3/5/2019 16:00:00,108.85
3/6/2019 16:00:00,108.98
3/7/2019 16:00:00,107.86
3/8/2019 16:00:00,107.98
3/11/2019 16:00:00,109.56
3/12/2019 16:00:00,110.43
3/13/2019 16:00:00,112.14
3/14/2019 16:00:00,112.35
3/15/2019 16:00:00,113.52
3/18/2019 16:00:00,113.55
3/19/2019 16:00:00,112.67
3/20/2019 16:00:00,110.77
3/21/2019 16:00:00,111.82
3/22/2019 16:00:00,109.46
3/25/2019 16:00:00,109.04
3/26/2019 16:00:00,109.5
3/27/2019 16:00:00,108.98
3/28/2019 16:00:00,109.16
3/29/2019 16:00:00,109.3
4/1/2019 16:00:00,111.7
4/2/2019 16:00:00,111
4/3/2019 16:00:00,110.56
4/4/2019 16:00:00,110.12
4/5/2019 16:00:00,110.96
4/8/2019 16:00:00,110.7
4/9/2019 16:00:00,109.85
4/10/2019 16:00:00,110.16
4/11/2019 16:00:00,109.85
4/12/2019 16:00:00,110.91
4/15/2019 16:00:00,110.53
4/16/2019 16:00:00,111.88
4/17/2019 16:00:00,111.76
4/18/2019 16:00:00,113.67
4/22/2019 16:00:00,112.33
