Date,Close
11/22/2022 16:00:00,154.58
11/23/2022 16:00:00,153.93
11/25/2022 13:00:00,154.15
11/28/2022 16:00:00,150.87
11/29/2022 16:00:00,154.42
11/30/2022 16:00:00,157.59
12/1/2022 16:00:00,157.5
12/2/2022 16:00:00,156.75
12/5/2022 16:00:00,156.08
12/6/2022 16:00:00,154.7
12/7/2022 16:00:00,154.77
12/8/2022 16:00:00,154.12
12/9/2022 16:00:00,153.9
12/12/2022 16:00:00,157.31
12/13/2022 16:00:00,157.52
12/14/2022 16:00:00,154.11
12/15/2022 16:00:00,150.22
12/16/2022 16:00:00,146.3
12/19/2022 16:00:00,145.01
12/20/2022 16:00:00,145.7
12/21/2022 16:00:00,147.1
12/22/2022 16:00:00,145.31
12/23/2022 16:00:00,147.02
12/27/2022 16:00:00,146.39
12/28/2022 16:00:00,144.01
12/29/2022 16:00:00,147.32
12/30/2022 16:00:00,147.75
1/3/2023 16:00:00,147.12
1/4/2023 16:00:00,150.54
1/5/2023 16:00:00,146.43
1/6/2023 16:00:00,150.17
1/9/2023 16:00:00,150.4
1/10/2023 16:00:00,152
1/11/2023 16:00:00,153.92
1/12/2023 16:00:00,154.92
1/13/2023 16:00:00,155.76
1/17/2023 16:00:00,153.75
1/18/2023 16:00:00,150.42
1/19/2023 16:00:00,146.85
1/20/2023 16:00:00,151.6
1/23/2023 16:00:00,154
1/24/2023 16:00:00,155.33
1/25/2023 16:00:00,156.77
1/26/2023 16:00:00,155.88
1/27/2023 16:00:00,172.31
1/30/2023 16:00:00,172.66
1/31/2023 16:00:00,174.93
2/1/2023 16:00:00,173.61
2/2/2023 16:00:00,173.13
2/3/2023 16:00:00,178.86
2/6/2023 16:00:00,176.48
2/7/2023 16:00:00,178.7
2/8/2023 16:00:00,179
2/9/2023 16:00:00,179.37
2/10/2023 16:00:00,179.25
2/13/2023 16:00:00,181.33
2/14/2023 16:00:00,181.02
2/15/2023 16:00:00,180.67
2/16/2023 16:00:00,177.94
2/17/2023 16:00:00,177.3
2/21/2023 16:00:00,173.48
2/22/2023 16:00:00,174.7
2/23/2023 16:00:00,175.14
2/24/2023 16:00:00,174.25
2/27/2023 16:00:00,173.3
2/28/2023 16:00:00,173.99
3/1/2023 16:00:00,175.91
3/2/2023 16:00:00,175.34
3/3/2023 16:00:00,179.09
3/6/2023 16:00:00,179.06
3/7/2023 16:00:00,175.32
3/8/2023 16:00:00,174.83
3/9/2023 16:00:00,172.12
3/10/2023 16:00:00,165.7
3/13/2023 16:00:00,157.63
3/14/2023 16:00:00,163.91
3/15/2023 16:00:00,159.81
3/16/2023 16:00:00,160.73
3/17/2023 16:00:00,156.52
3/20/2023 16:00:00,158.74
3/21/2023 16:00:00,164.56
3/22/2023 16:00:00,162.75
3/23/2023 16:00:00,162.76
3/24/2023 16:00:00,159.78
3/27/2023 16:00:00,163.12
3/28/2023 16:00:00,159.21
3/29/2023 16:00:00,163.59
3/30/2023 16:00:00,162.41
3/31/2023 16:00:00,164.95
4/3/2023 16:00:00,163.78
4/4/2023 16:00:00,162.56
4/5/2023 16:00:00,161.08
4/6/2023 16:00:00,158.83
4/10/2023 16:00:00,161.14
4/11/2023 16:00:00,161.83
4/12/2023 16:00:00,159.29
4/13/2023 16:00:00,162.3
4/14/2023 16:00:00,163.22
4/17/2023 16:00:00,163.71
4/18/2023 16:00:00,164.4
4/19/2023 16:00:00,164.95
4/20/2023 16:00:00,163.28
4/21/2023 16:00:00,163.78
4/24/2023 16:00:00,160.59
4/25/2023 16:00:00,156.12
4/26/2023 16:00:00,155.72
4/27/2023 16:00:00,158.45
4/28/2023 16:00:00,161.34
5/1/2023 16:00:00,159.32
5/2/2023 16:00:00,153.25
5/3/2023 16:00:00,152.21
5/4/2023 16:00:00,148.81
5/5/2023 16:00:00,152.65
5/8/2023 16:00:00,153.04
5/9/2023 16:00:00,153.38
5/10/2023 16:00:00,148.68
5/11/2023 16:00:00,147.99
5/12/2023 16:00:00,147.93
5/15/2023 16:00:00,150
5/16/2023 16:00:00,148.41
5/17/2023 16:00:00,152.09
