Date,Close
11/22/2022 16:00:00,135.04
11/23/2022 16:00:00,136.48
11/25/2022 13:00:00,136.74
11/28/2022 16:00:00,134.35
11/29/2022 16:00:00,136.56
11/30/2022 16:00:00,138.18
12/1/2022 16:00:00,136.24
12/2/2022 16:00:00,135.16
12/5/2022 16:00:00,131.37
12/6/2022 16:00:00,131.59
12/7/2022 16:00:00,131.5
12/8/2022 16:00:00,132.88
12/9/2022 16:00:00,132.16
12/12/2022 16:00:00,134.21
12/13/2022 16:00:00,134.08
12/14/2022 16:00:00,133.41
12/15/2022 16:00:00,130.1
12/16/2022 16:00:00,129.29
12/19/2022 16:00:00,130.06
12/20/2022 16:00:00,130.69
12/21/2022 16:00:00,132.16
12/22/2022 16:00:00,130.66
12/23/2022 16:00:00,131.28
12/27/2022 16:00:00,131.74
12/28/2022 16:00:00,132.46
12/29/2022 16:00:00,133.22
12/30/2022 16:00:00,134.1
1/3/2023 16:00:00,135.12
1/4/2023 16:00:00,136.38
1/5/2023 16:00:00,135.35
1/6/2023 16:00:00,137.94
1/9/2023 16:00:00,137.37
1/10/2023 16:00:00,138.6
1/11/2023 16:00:00,139.63
1/12/2023 16:00:00,139.49
1/13/2023 16:00:00,143.01
1/17/2023 16:00:00,140.8
1/18/2023 16:00:00,136.57
1/19/2023 16:00:00,134.75
1/20/2023 16:00:00,135.08
1/23/2023 16:00:00,137.27
1/24/2023 16:00:00,138.45
1/25/2023 16:00:00,139.12
1/26/2023 16:00:00,139.98
1/27/2023 16:00:00,140.32
1/30/2023 16:00:00,139.13
1/31/2023 16:00:00,139.96
2/1/2023 16:00:00,139.59
2/2/2023 16:00:00,138.94
2/3/2023 16:00:00,141.09
2/6/2023 16:00:00,141.92
2/7/2023 16:00:00,143.65
2/8/2023 16:00:00,142.64
2/9/2023 16:00:00,140.42
2/10/2023 16:00:00,141.04
2/13/2023 16:00:00,142.57
2/14/2023 16:00:00,143.2
2/15/2023 16:00:00,143.8
2/16/2023 16:00:00,141.82
2/17/2023 16:00:00,142.24
2/21/2023 16:00:00,139.63
2/22/2023 16:00:00,138.56
2/23/2023 16:00:00,139.67
2/24/2023 16:00:00,140.93
2/27/2023 16:00:00,142.16
2/28/2023 16:00:00,143.35
3/1/2023 16:00:00,142.55
3/2/2023 16:00:00,141.07
3/3/2023 16:00:00,143.66
3/6/2023 16:00:00,142.82
3/7/2023 16:00:00,138.62
3/8/2023 16:00:00,137.8
3/9/2023 16:00:00,130.34
3/10/2023 16:00:00,133.65
3/13/2023 16:00:00,131.25
3/14/2023 16:00:00,134.62
3/15/2023 16:00:00,128.26
3/16/2023 16:00:00,130.75
3/17/2023 16:00:00,125.81
3/20/2023 16:00:00,127.14
3/21/2023 16:00:00,130.55
3/22/2023 16:00:00,127.18
3/23/2023 16:00:00,126.84
3/24/2023 16:00:00,124.91
3/27/2023 16:00:00,128.49
3/28/2023 16:00:00,128.88
3/29/2023 16:00:00,129.14
3/30/2023 16:00:00,128.75
3/31/2023 16:00:00,130.31
4/3/2023 16:00:00,130.16
4/4/2023 16:00:00,128.42
4/5/2023 16:00:00,127.61
4/6/2023 16:00:00,127.47
4/10/2023 16:00:00,127.89
4/11/2023 16:00:00,128.52
4/12/2023 16:00:00,128.5
4/13/2023 16:00:00,128.99
4/14/2023 16:00:00,138.73
4/17/2023 16:00:00,139.83
4/18/2023 16:00:00,141.4
4/19/2023 16:00:00,141.22
4/20/2023 16:00:00,140.81
4/21/2023 16:00:00,140.54
4/24/2023 16:00:00,140.73
4/25/2023 16:00:00,137.67
4/26/2023 16:00:00,135.23
4/27/2023 16:00:00,137.05
4/28/2023 16:00:00,138.24
5/1/2023 16:00:00,141.2
5/2/2023 16:00:00,138.92
5/3/2023 16:00:00,135.98
5/4/2023 16:00:00,134.12
5/5/2023 16:00:00,136.74
5/8/2023 16:00:00,137.07
5/9/2023 16:00:00,136.41
5/10/2023 16:00:00,136.48
5/11/2023 16:00:00,136.05
5/12/2023 16:00:00,134.1
5/15/2023 16:00:00,135.23
5/16/2023 16:00:00,134.32
5/17/2023 16:00:00,138.45
5/18/2023 16:00:00,139.5
5/19/2023 16:00:00,139.18
5/22/2023 16:00:00,138.03
5/23/2023 16:00:00,136.59
5/24/2023 16:00:00,135.34
5/25/2023 16:00:00,135.67
5/26/2023 16:00:00,136.94
5/30/2023 16:00:00,137.46
5/31/2023 16:00:00,135.71
6/1/2023 16:00:00,137.58
6/2/2023 16:00:00,140.47
6/5/2023 16:00:00,139.09
6/6/2023 16:00:00,139.34
6/7/2023 16:00:00,140.69
6/8/2023 16:00:00,140.73
6/9/2023 16:00:00,141.01
6/12/2023 16:00:00,141
6/13/2023 16:00:00,142.02
6/14/2023 16:00:00,141.49
6/15/2023 16:00:00,143.09
6/16/2023 16:00:00,143.26
6/20/2023 16:00:00,142.53
6/21/2023 16:00:00,142.32
6/22/2023 16:00:00,139.58
6/23/2023 16:00:00,138.85
6/26/2023 16:00:00,139.19
6/27/2023 16:00:00,139.2
6/28/2023 16:00:00,138.59
6/29/2023 16:00:00,143.43
6/30/2023 16:00:00,145.44
7/3/2023 13:00:00,146.61
7/5/2023 16:00:00,144.64
7/6/2023 16:00:00,143.21
7/7/2023 16:00:00,144.34
7/10/2023 16:00:00,145.15
7/11/2023 16:00:00,147.42
7/12/2023 16:00:00,148.15
7/13/2023 16:00:00,148.87
7/14/2023 16:00:00,149.77
7/17/2023 16:00:00,153.38
7/18/2023 16:00:00,153.66
7/19/2023 16:00:00,154.25
7/20/2023 16:00:00,156.15
7/21/2023 16:00:00,154.95
7/24/2023 16:00:00,158
7/25/2023 16:00:00,156.82
7/26/2023 16:00:00,157.76
7/27/2023 16:00:00,156.02
7/28/2023 16:00:00,156.91
7/31/2023 16:00:00,157.96
8/1/2023 16:00:00,157.18
8/2/2023 16:00:00,155.4
8/3/2023 16:00:00,156.35
8/4/2023 16:00:00,156.02
8/7/2023 16:00:00,156.76
